iteration,seed,fitness,total_existing,total_planted,exist_AG_LEC,exist_AG_SAL,exist_AG_SCB,exist_AG_STR,exist_OP_CAN,exist_OP_ENG,exist_OP_ROB,exist_OP_STR,exist_PR_LAE,exist_YU_FIL,new_AG_LEC,new_AG_SAL,new_AG_SCB,new_AG_STR,new_OP_CAN,new_OP_ENG,new_OP_ROB,new_OP_STR,new_PR_LAE,new_YU_FIL
949,241763,695.616129032258,66,559,4,21,2,4,2,3,10,8,12,0,36,165,38,36,45,33,59,53,69,25
950,681508,706.0838709677419,69,556,2,18,8,7,2,4,11,6,9,2,38,168,32,33,45,32,58,55,72,23
951,636506,692.4462365591397,70,555,6,24,3,6,7,3,5,3,10,3,34,162,37,34,40,33,64,58,71,22
952,390636,684.547311827957,67,558,6,17,3,4,4,6,10,5,8,4,34,169,37,36,43,30,59,56,73,21
953,94069,692.6247311827956,73,552,6,28,5,2,7,1,8,5,9,2,34,158,35,38,40,35,61,56,72,23
954,920235,694.6354838709676,72,553,2,26,8,6,6,2,8,4,6,4,38,160,32,34,41,34,61,57,75,21
955,193614,693.7322580645161,70,555,2,21,4,5,10,5,7,5,10,1,38,165,36,35,37,31,62,56,71,24
956,828079,697.4838709677418,71,554,6,15,6,3,8,7,7,3,10,6,34,171,34,37,39,29,62,58,71,19
957,336293,683.321505376344,70,555,2,27,4,4,8,1,7,8,9,0,38,159,36,36,39,35,62,53,72,25
958,109771,692.1903225806452,71,554,5,24,7,3,9,2,3,7,6,5,35,162,33,37,38,34,66,54,75,20
959,292176,694.8774193548387,69,556,2,25,7,2,5,5,3,8,7,5,38,161,33,38,42,31,66,53,74,20
960,94428,699.6419354838711,70,555,6,20,4,5,4,9,7,6,8,1,34,166,36,35,43,27,62,55,73,24
961,794591,700.052688172043,71,554,4,16,5,4,6,3,10,6,15,2,36,170,35,36,41,33,59,55,66,23
962,292636,696.4494623655913,68,557,5,18,5,3,6,3,5,7,11,5,35,168,35,37,41,33,64,54,70,20
963,209636,691.737634408602,69,556,8,20,3,6,4,2,11,3,10,2,32,166,37,34,43,34,58,58,71,23
964,415973,690.1591397849462,72,553,6,12,10,5,7,4,9,10,8,1,34,174,30,35,40,32,60,51,73,24
965,555301,682.8086021505376,74,551,5,19,7,4,8,5,7,9,8,2,35,167,33,36,39,31,62,52,73,23
966,298223,702.8096774193548,66,559,1,24,2,6,5,3,6,5,11,3,39,162,38,34,42,33,63,56,70,22
967,414117,691.2989247311828,71,554,7,17,8,7,5,3,9,7,8,0,33,169,32,33,42,33,60,54,73,25
968,837677,691.0978494623657,69,556,6,24,1,2,7,3,11,5,6,4,34,162,39,38,40,33,58,56,75,21
969,476917,685.4967741935483,64,561,3,23,7,2,5,6,3,5,5,5,37,163,33,38,42,30,66,56,76,20
970,159420,698.1204301075268,73,552,6,25,2,2,5,8,6,0,10,9,34,161,38,38,42,28,63,61,71,16
971,17637,692.7967741935482,65,560,6,14,7,5,4,8,6,6,7,2,34,172,33,35,43,28,63,55,74,23
972,968519,685.7849462365591,71,554,4,23,4,8,8,4,4,8,4,4,36,163,36,32,39,32,65,53,77,21
973,466482,693.2086021505376,76,549,5,23,3,7,8,5,6,5,11,3,35,163,37,33,39,31,63,56,70,22
974,428158,696.7129032258064,71,554,2,19,3,3,6,8,12,7,10,1,38,167,37,37,41,28,57,54,71,24
975,604983,704.4602150537635,69,556,2,17,1,4,5,6,5,10,19,0,38,169,39,36,42,30,64,51,62,25
976,494475,683.6569892473118,74,551,6,20,7,3,6,8,7,6,5,6,34,166,33,37,41,28,62,55,76,19
977,319811,697.0376344086021,71,554,6,20,3,2,2,7,12,8,9,2,34,166,37,38,45,29,57,53,72,23
978,107418,693.8516129032257,68,557,9,14,4,8,5,9,6,7,6,0,31,172,36,32,42,27,63,54,75,25
979,596223,699.1645161290323,71,554,7,23,4,4,3,5,5,4,13,3,33,163,36,36,44,31,64,57,68,22
980,902917,694.8043010752688,70,555,4,16,4,5,11,2,11,5,11,1,36,170,36,35,36,34,58,56,70,24
981,980588,697.441935483871,71,554,6,18,7,4,8,1,7,8,10,2,34,168,33,36,39,35,62,53,71,23
982,14293,693.4268817204302,72,553,2,18,0,6,6,6,13,8,10,3,38,168,40,34,41,30,56,53,71,22
983,159340,688.4,69,556,6,24,1,3,3,6,11,5,6,4,34,162,39,37,44,30,58,56,75,21
984,92120,694.3537634408601,74,551,2,25,3,4,9,7,10,5,8,1,38,161,37,36,38,29,59,56,73,24
985,322813,691.2440860215054,74,551,6,26,6,3,4,2,7,12,6,2,34,160,34,37,43,34,62,49,75,23
986,581938,699.6365591397848,69,556,5,18,4,2,8,5,7,2,14,4,35,168,36,38,39,31,62,59,67,21
987,980449,694.1774193548388,68,557,2,18,5,4,4,4,6,8,14,3,38,168,35,36,43,32,63,53,67,22
988,16224,702.716129032258,71,554,8,22,6,1,6,1,6,7,10,4,32,164,34,39,41,35,63,54,71,21
989,153906,685.8118279569892,73,552,2,25,3,4,9,6,13,4,5,2,38,161,37,36,38,30,56,57,76,23
990,832495,692.8150537634408,70,555,3,29,5,2,2,5,6,5,12,1,37,157,35,38,45,31,63,56,69,24
991,727515,698.1451612903224,73,552,3,22,7,6,8,3,7,8,7,2,37,164,33,34,39,33,62,53,74,23
992,261020,696.3365591397849,75,550,5,20,3,4,6,6,14,5,12,0,35,166,37,36,41,30,55,56,69,25
993,686754,696.1258064516129,68,557,4,23,6,2,5,4,6,10,7,1,36,163,34,38,42,32,63,51,74,24
994,521142,690.0881720430107,78,547,6,17,4,4,5,5,13,13,8,3,34,169,36,36,42,31,56,48,73,22
995,311724,699.1118279569891,70,555,3,24,7,4,3,3,10,6,10,0,37,162,33,36,44,33,59,55,71,25
996,1896,694.968817204301,70,555,5,22,4,5,6,4,5,8,10,1,35,164,36,35,41,32,64,53,71,24
997,903022,696.858064516129,76,549,7,21,2,7,3,5,8,7,14,2,33,165,38,33,44,31,61,54,67,23
998,191964,693.5494623655914,68,557,4,23,3,7,4,4,8,6,3,6,36,163,37,33,43,32,61,55,78,19
999,374353,691.4408602150537,77,548,4,24,2,5,5,7,11,7,9,3,36,162,38,35,42,29,58,54,72,22
1000,384827,693.6860215053762,72,553,1,21,5,4,4,7,6,10,9,5,39,165,35,36,43,29,63,51,72,20
